upperleft_x, upperleft_y, upperright_x, upperright_y, lowerright_x, lowerright_y, lowerleft_x, lowerleft_y, crack_dot_x, crack_dot_y, width_m, y_res, x_res, mean_res, width_px, distance
3606.025209992344,2011.8354377158464,4022.621801986762,1986.4238156533402,4029.5522443674454,2222.0588565965786,3621.4261930605294,2249.7806261193123,3656.078404963947,1974.1030291987918,0.15,0.18348059871098327,0.185138532214276,0.18430956546262964,0.8138481560818057,208.40368371002893
intensities
122.6,124.4,126.8,126.4,126.2,127.8,127.6,127.,125.2,124.8,122.6,119.8,119.8,117.,99.6,84.4,96.4,117.6,125.8,124.6,123.4,124.,123.6,121.6,119.8,118.6,116.4,117.,119.,119.2,117.,114.6
