upperleft_x, upperleft_y, upperright_x, upperright_y, lowerright_x, lowerright_y, lowerleft_x, lowerleft_y, crack_dot_x, crack_dot_y, width_m, y_res, x_res, mean_res, width_px, distance
3107.0608603386117,2182.1480340280395,4049.9860486882703,2120.764115799129,4102.844422718721,2674.924488699019,3185.4958669644425,2720.9624273707022,3219.5980437582816,2095.1874832037493,0.15,0.07901662102757744,0.08211580648627913,0.08056621375692828,1.861822630172946,91.09834146355166
intensities
137.4,137.6,137.8,138.8,138.6,137.6,132.2,123.6,123.6,127.2,127.8,126.,125.8,128.4,128.6,111.6,82.,77.2,103.8,125.6,129.6,132.2,133.4,133.2,133.6,135.6,137.2,139.2,138.6,137.6,138.4,136.2
