upperleft_x, upperleft_y, upperright_x, upperright_y, lowerright_x, lowerright_y, lowerleft_x, lowerleft_y, crack_dot_x, crack_dot_y, width_m, y_res, x_res, mean_res, width_px, distance
3404.067234199356,1533.0984615415605,3666.9512648867267,1849.7714437528603,3481.3415025858453,1993.7137083943603,3224.518198830748,1683.8590439818684,3676.042355285137,1811.1343095596158,0.75,0.18536948889417132,0.18796530276399454,0.18666739582908293,4.017841448255472,211.06974465319718
intensities
123.8,125.6,125.2,123.4,123.6,122.6,122.2,122.8,123.4,122.2,122.6,125.4,103.8,49.,9.6,2.8,22.,84.2,121.8,127.2,125.2,122.8,122.6,123.6,124.4,125.6,125.2,123.,122.4,124.6,125.2
