upperleft_x, upperleft_y, upperright_x, upperright_y, lowerright_x, lowerright_y, lowerleft_x, lowerleft_y, crack_dot_x, crack_dot_y, width_m, y_res, x_res, mean_res, width_px, distance
2993.3510420475286,223.89066617713934,3536.6898950987306,872.9200906437808,3154.119798566788,1164.6856117342893,2624.178341892191,527.5649840468523,3556.041689864938,792.5357123841509,0.75,0.09070583186286138,0.09133914426755829,0.09102248806520984,8.239722028502332,102.92152643096588
intensities
126.6,126.6,127.2,125.6,125.2,129.4,132.4,130.,122.6,100.6,73.,52.4,32.6,17.2,10.,8.4,5.4,3.,11.,61.8,118.6,131.4,130.4,128.2,129.4,128.2,127.6,126.4,125.6,125.2,125.4
