upperleft_x, upperleft_y, upperright_x, upperright_y, lowerright_x, lowerright_y, lowerleft_x, lowerleft_y, crack_dot_x, crack_dot_y, width_m, y_res, x_res, mean_res, width_px, distance
5364.438537426497,3367.4178072061113,5718.911302487259,2841.5677135829137,6029.083109490489,3042.2403119850705,5680.469398397669,3565.160878624301,5318.672815876969,3339.5873008583585,0.05,0.11721771506336254,0.12117352955780925,0.11919562231058589,0.41947849284024796,134.77763191119942
intensities
149.6,146.8,139.2,142.,141.8,139.8,141.,139.2,137.8,138.8,141.2,143.8,147.2,149.6,150.4,142.2,119.4,114.8,136.8,145.6,144.6,141.2,141.6,140.,135.4,129.6,129.4,133.8,136.8,135.8,135.8,140.2
