upperleft_x, upperleft_y, upperright_x, upperright_y, lowerright_x, lowerright_y, lowerleft_x, lowerleft_y, crack_dot_x, crack_dot_y, width_m, y_res, x_res, mean_res, width_px, distance
5380.4126621647065,1452.6777986704044,5754.454667478411,913.879195778045,6066.156338573164,1119.8249427513642,5696.567214275099,1651.9442241202646,5338.110292516133,1423.7340720687487,0.05,0.11641833222196167,0.11735046350021264,0.11688439786108715,0.427773089607932,132.16426950677288
intensities
142.2,144.,144.8,145.6,143.8,144.,142.8,140.8,141.8,144.8,147.8,149.6,150.,145.8,134.4,121.8,123.,138.8,145.,141.8,139.,138.2,140.,133.4,128.4,131.8,139.2,139.6,136.4,135.4,140.8,141.6
